name,team,teamSlug,role,pma,pfc,pmaRange,pfcRange,slot,expectedTitolarita,expectedFantamedia,roleMantra,idFantacalcio,lastThreeYearTitolarity,lastFiveYearVotoBase,lastFiveYearFantamedia,lastFiveYearTitolarity,lastYearVotoBase,lastYearFantamedia,lastYearTitolarity,lastFiveMatchesVotoBase,lastFiveMatchesFantamedia,lastFiveMatchesTitolarity,currentSeasonVotoBase,currentSeasonFantamedia,currentSeasonTitolarity,playerStatus,penaltyProbability,freeKickProbability,unavailableUntilRound,fasciaFc,fasciaFr,svinc,commentoFr,africaUntilRound,position,modulo,coach,commentoFrTeam,rientroIncerto,newArrival,calciomercato,updatedAt,dpfcpma
SOULÈ,Roma,ROM,A,"64,3",49,54-75,40-59,3,78,"6,66",,5734,0,0,0,0,"6,12","6,83","8421,05",0,0,0,0,0,0,P,0,10,0,OttimoTit,OttimoTit,0, ,0,9,0, , ,FALSE,FALSE,potrebbe non rimanere a Roma,2026-08-20T09:36:19.000Z,-15
LAURIENTÈ,Sassuolo,SAS,A,"71,2","94,8",62-81,76-114,2,90,"6,76",,6060,0,0,0,0,"6,23","6,99","9736,84",0,0,0,0,0,0,T,10,20,0,OttimoTit,OttimoTit,0,"Ala sinistra rapida e imprevedibile. Veloce, bravo nel dribbling e nel creare superiorità. Fornisce assist e finalizza: uno dei più pericolosi in transizione. Ottimo come terzo/quarto slot.",0,11,0, , ,FALSE,FALSE,Nome che riceve sempre tante offerte dall'estero. Occhio a puntarci e rimanerci scottati,2026-08-20T09:36:19.000Z,24
MODRIC,Milan,MIL,C,"35,7","28,1",31-41,22-36,3,92,"6,49",,2606,0,0,0,0,"6,45","6,67","8684,21",0,0,0,0,0,0,T,10,70,0,OttimoTit,OttimoTit,0,"Ha deciso di indossare per un'altra stagione la maglia rossonera, maglia a cui lui ha sempre dichiarato di tenere molto sin da bambino. Nonostante l'età è stato uno dei centrocampisti con il rendimento migliore. Quest'anno potrebbe giocare di meno e dare più spazio alla crescita di Jashari. Averlo in rosa però è sempre un'ottima idea.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-8
KONÈ M.,Roma,ROM,C,1,"56,2",1-1,45-68,3,92,"6,66",,5589,0,0,0,0,"6,26","6,53","7631,58",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,100,"Eccelle nei recuperi, nei contrasti e nelle progressioni palla al piede. Ha buona tecnica sotto pressione e sa dettare i tempi. È il tipico giocatore “box-to-box” che Gasperini ama: intensità, copertura e qualità. Fondamentale. Secondo/terzo slot nonostante i non tantissimi bonus.",0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,55
BERNARDESCHI,Bologna,BOL,C,"34,6","52,8",30-40,43-64,3,88,"6,68",,184,0,0,0,0,"6,04","6,56","6315,79",0,0,0,0,0,0,B,10,20,0,OttimoTit,OttimoTit,0,"Tedesco lo vede anche come trequartista, ruolo che potrebbe farlo rendere meglio liberandolo da qualche responsabilità difensiva. L'allenatore chiede ai suoi esterni d'attacco grande dinamismo, questo perché vuole una linea di difesa molto alta. Tale dinamismo Bernardeschi da esterno non glielo può garantire, ma ha le qualità tecniche giuste per poter ricoprire la posizione di mezzala e di trequartista. Non parte avanti nelle gerarchi per quel ruolo, ma giocherà molto e potrebbe fare bene.",0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,18
BATURINA,Como,COM,C,"114,4","93,9",105-125,76-113,1,92,"6,91",,7126,0,0,0,0,"6,3","7,14","6578,95",0,0,0,0,0,0,T,0,20,0,Semi-Top,Semi-Top,0,"Partito in sordina all'inizio della scorsa stagione, ma da gennaio in poi è stato determinante. Quest'anno sarà titolare da subito e verrà pagato abbastanza. Si può puntare forte anche su di lui.",0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-20
KUHN,Como,COM,A,"2,4",1,2-3,1-2,6,68,"6,19",,7128,0,0,0,0,"5,96","6,25","3684,21",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"58,5", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
ESPOSITO F.P.,Inter,INT,A,"89,3","109,7",78-102,94-127,2,82,"6,95",,7071,0,0,0,0,"6,26","7,02","8157,89",0,0,0,0,0,0,P,0,0,0,OttimoTit,OttimoTit,0,Riserva di lusso che quando è stato chiamato in causa ha risposto con gol pesanti. Lo scudetto è arrivato anche grazie ad alcuni dei suoi gol. È la prima alternativa a Lautaro e a Thuram.,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,21
LUIS HENRIQUE,Inter,INT,C,"3,2",1,3-5,1-2,8,64,"6,23",,5301,0,0,0,0,"5,89","6,06","7105,26",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"51,2", ,0,5,0, , ,FALSE,FALSE,Cercato dalla Roma ed estero  Se arriva l'offerta giusta puo partire,2026-08-20T09:36:19.000Z,-2
ADDAI,Como,COM,C,"2,9",1,3-4,1-2,8,65,"6,39",,7127,0,0,0,0,"5,96","6,54","3157,89",0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,"73,4",Giovane interessantissimo acquistato nella passata stagione. Purtroppo ha avuto un infortunio grave al tendine d'Achille. Sarà da capire come recupererà.,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
BERNABÈ,Parma,PAR,C,"22,4","17,7",19-26,14-23,5,90,"6,42",,6666,0,0,0,0,"6,17","6,48","8421,05",0,0,0,0,0,0,T,10,70,0,TitLowCost,TitLowCost,0, ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-4
GIOVANE,Napoli,NAP,A,"3,6",1,3-5,1-2,6,52,"6,31",,7162,0,0,0,0,6,"6,45","8157,89",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"19,5", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
THORSTVEDT,Sassuolo,SAS,C,"24,5",1,21-29,1-2,8,60,"6,27",,5844,0,0,0,0,"6,15","6,48","8157,89",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"0,2","Mezzala box-to-box. Fisico, dinamico e con buon senso del gol. Inserisce, recupera e contribuisce in entrambe le fasi: uno dei più completi della mediana.",0,6,0, , ,FALSE,FALSE,Ha chiesto la cessione,2026-08-20T09:36:19.000Z,-24
ESTUPINAN,Milan,MIL,D,"2,3",1,2-3,1-2,8,68,6,,5273,0,0,0,0,"5,64","5,71","3684,21",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"78,7", ,0,8,0, , ,FALSE,FALSE,Sul mercato,2026-08-20T09:36:19.000Z,-1
EL AYNAOUI,Roma,ROM,C,"3,1",1,2-5,1-2,8,64,"6,19",,6271,0,0,0,0,"5,98","6,1","5526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"60,3", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
BORRELLI,Cagliari,CAG,A,"3,7",1,3-5,1-2,6,70,"6,28",,6243,0,0,0,0,"5,92","6,46","6842,11",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"23,7", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
DODÒ,Fiorentina,FIO,D,"20,7","12,8",16-26,10-16,5,76,"6,21",,5885,0,0,0,0,"5,99","6,03","9473,68",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,3, ,0,2,0, , ,FALSE,FALSE,"Sul mercato, in attesa di offerte, non è piu il titolare sicuro",2026-08-20T09:36:19.000Z,-8
WESLEY,Roma,ROM,D,"88,5","76,4",83-95,62-92,1,92,"6,53",,7181,0,0,0,0,"6,12","6,47","7894,74",0,0,0,0,0,0,T,0,0,0,Top,Top,0,"Esterno dinamico, che salta l'uomo e non si ferma mai durante la partita. Giocatore imprescindibile per Gasperini. La scorsa stagione l'allenatore è stato costretto a dirottarlo a sinistra e crediamo che in quella posizione renda ancor meglio che in quella sua naturale. Top di reparto.",0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-13
JOAO MARIO,Fiorentina,FIO,D,"6,1",1,5-9,1-2,8,72,"6,01",,7175,0,0,0,0,"5,79",6,"3684,21",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"23,7", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-5
SUCIC P.,Inter,INT,C,"22,1","18,4",18-27,14-23,5,80,"6,54",,7070,0,0,0,0,"6,07","6,27","7368,42",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,0,"La scorsa stagione è stata di ambientamento, ma ha le qualità e la capacità di portare bonus. Anche da subentrante può fare la differenza. L'età dei suoi compagni di reparto avanza e lui dalla sua parte ha la gioventù.",0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-4
VITIK,Bologna,BOL,D,"3,4",1,3-5,1-2,8,88,"6,02",,7068,0,0,0,0,"5,94","5,86","4736,84",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"41,9",Nella passata stagione ha giocato poco e non ha portato bonus. Alcune prestazioni discrete e altre abbastanza negative. Parte dietro nelle gerarchie.,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
BOLOCA,Sassuolo,SAS,C,2,1,2-3,1-2,8,46,"5,98",,6219,0,0,0,0,"5,75","5,75","526,32",0,0,0,0,0,0,P,0,0,4,Riserva,Riserva,"98,4", ,0,7,0, , ,TRUE,FALSE,,2026-08-20T09:36:19.000Z,-1
DOIG,Sassuolo,SAS,D,"5,9","2,7",5-8,3-4,7,76,"6,12",,5851,0,0,0,0,"5,85","5,76","7105,26",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"29,7", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
IANNONI,Sassuolo,SAS,C,2,1,2-3,1-2,8,50,"5,96",,7157,0,0,0,0,6,"6,5","1315,79",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,8", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
LUCUMÌ,Juventus,JUV,D,"25,2","18,1",22-30,14-23,4,88,"6,16",,6042,0,0,0,0,"5,88","5,89","7368,42",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"40,8",Sarà il nuovo centrale titolare della Juventus. Farà coppia con Bremer e crediamo che insieme costituiscano un bel tandem difensivo. Giocando in una big il suo valore sale.,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-7
ABOUKHLAL,Torino,TOR,C,"2,2",1,2-3,1-2,8,50,"6,12",,7183,0,0,0,0,"5,77","5,64","2894,74",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,7", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
BAYO V.,Udinese,UDI,A,"1,9",1,2-3,1-2,6,52,"6,19",,7161,0,0,0,0,"5,75","5,83","3157,89",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"78,9", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
ORDONEZ C.,Parma,PAR,C,"3,2",1,3-4,1-2,8,52,"5,91",,7138,0,0,0,0,"5,79","5,81","5526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,2", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
BERTOLA,Udinese,UDI,D,"3,5","7,8",3-5,6-10,6,78,"6,15",,5820,0,0,0,0,"5,86","5,84","6578,95",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"38,8", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,4
SULEMANA K.,Atalanta,ATA,A,"3,1",1,3-5,1-2,6,51,"6,35",,5918,0,0,0,0,6,"6,24","5526,32",0,0,0,0,0,0,P,0,0,1,Riserva,Riserva,"37,9", ,0,9,0, , ,TRUE,FALSE,,2026-08-20T09:36:19.000Z,-2
RODRIGUEZ JE.,Como,COM,C,28,23,23-34,18-29,4,80,"6,59",,7129,0,0,0,0,"6,25","6,66","7368,42",0,0,0,0,0,0,P,0,0,0,OttimoTit,OttimoTit,"0,2", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-5
MISSORI,Sassuolo,SAS,D,"2,2",1,2-3,1-2,8,52,"5,94",,6189,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"73,2", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MORO L.,Sassuolo,SAS,A,2,1,2-3,1-2,6,50,"6,19",,7158,0,0,0,0,"5,58","5,5","1578,95",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"93,1", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
VOLPATO,Sassuolo,SAS,C,"4,8",1,4-7,1-2,8,72,"6,2",,5735,0,0,0,0,"6,14","6,52","5526,32",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"36,3", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-4
KONÈ I.,Sassuolo,SAS,C,"4,8",1,3-7,1-2,8,61,"6,4",,6717,0,0,0,0,"6,19","6,63","9210,53",0,0,0,0,0,0,T,0,0,15,Riserva,Riserva,57,"Lo scorso anno ha fatto innamorare tanti fantallenatori, però quest'anno dovrà stare fuori per parecchi mesi a causa di un brutto infortunio. Potete decidere di prenderlo a pochissimi crediti per ritrovarvelo in rose nella seconda metà della stagione.",0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-4
PESSINA MAS.,Bologna,BOL,P,"1,9",1,2-3,1-2,3,20,"5,05",,7172,0,0,0,0,"6,12","5,62","1052,63",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"41,7", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
RUSSO A.,Sassuolo,SAS,P,2,1,2-3,1-2,3,10,"4,5",,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,1", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
IDRISSI R.,Cagliari,CAG,D,"2,4",1,3-3,1-2,8,55,"5,96",,7125,0,0,0,0,"5,82","6,09","4473,68",0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,"95,1", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
PIERAGNOLO,Sassuolo,SAS,D,"2,3",1,2-3,1-2,8,41,"5,93",,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,"98,9", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
LIPANI,Sassuolo,SAS,C,"2,4",1,3-3,1-2,8,64,"5,99",,6246,0,0,0,0,"5,93","5,9","5526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"83,6", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
FLORIANI MUSSOLINI,Lazio,LAZ,D,"2,7",1,3-4,1-2,8,52,"5,96",,7131,0,0,0,0,"5,72","5,72","6052,63",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"65,4", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
OSTIGARD,Genoa,GEN,D,"39,4","36,4",36-44,28-46,2,92,"6,26",,5750,0,0,0,0,"6,13","6,52","7894,74",0,0,0,0,0,0,T,20,0,0,OttimoTit,OttimoTit,0,"Fisico, dominante nei duelli aerei e molto aggressivo. Ha un ottimo senso del posizionamento e sa colpire di testa anche in fase offensiva. Forte nelle palle inattive e nei contrasti, ha migliorato la gestione della palla sotto pressione. Nell'ultima stagione ha segnato 5 gol.",0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
RAMON,Como,COM,D,"38,1","30,7",34-44,24-39,2,92,"6,22",,6869,0,0,0,0,"6,16","6,14","8421,05",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,"Il Nico Paz della difesa. Fondamentale per la cavalcata Champions. 32 presenze, 2 gol e tante partite oltre la sufficienza. Vale la pena puntare su di lui anche quest'anno.",0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-7
LEZZERINI,Fiorentina,FIO,P,"1,8",1,2-3,1-2,3,10,"5,12",,158,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"57,6", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
PIOTROWSKI,Udinese,UDI,C,"2,5","7,6",2-4,6-10,6,84,"6,38",,7198,0,0,0,0,"5,88","5,95","7894,74",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"56,3", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,5
LITETA,Cagliari,CAG,C,"2,4",1,3-3,1-2,8,48,"5,92",,7165,0,0,0,0,"5,75","5,75","1052,63",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,6", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
PALMA,Udinese,UDI,D,"2,8","7,9",3-4,6-10,6,86,"6,09",,6925,0,0,0,0,"5,5","5,5","1052,63",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"85,1", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,5
NDABA,Lecce,LEC,D,2,1,2-2,1-2,8,72,"5,91",,7182,0,0,0,0,"5,5","5,5","2368,42",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"99,8", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
JASHARI,Milan,MIL,C,"3,4",1,3-5,1-2,8,72,"6,08",,7203,0,0,0,0,"5,71","5,79","3157,89",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"53,2","Nella passata stagione non è riuscito praticamente mai a entrare nelle rotazioni, salvo quando Modric si è dovuto fermare per il colpo subito al volto. La sua esperienza in rossonero è partita in salita. Prima la forte pressione dovuta dal prezzo alto pagato per il cartellino, poi l'infortunio che lo ha tenuto fuori per gran parte dell'inizio della stagione. Quest'anno presumibilmente avrà più spazio, ma resta comunque una riserva e se ci si vuole puntare va trattato come scommessa low cost.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
NDIAYE,Parma,PAR,D,"1,6",1,2-2,1-2,8,52,"5,9",,7202,0,0,0,0,"5,59","5,36","2894,74",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,98, ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
CHRISTENSEN O.,Fiorentina,FIO,P,"1,8",1,2-3,1-2,3,20,"4,94",,6403,0,0,0,0,"7,5","6,5","263,16",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"10,1", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
IDZES,Sassuolo,SAS,D,"9,2","8,2",8-12,7-11,6,92,"6,05",,6672,0,0,0,0,"5,94","5,9","9210,53",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"1,1","Centrale difensivo solido e affidabile. Forte nei duelli aerei e negli anticipi, legge bene le situazioni e dà equilibrio alla linea. È uno dei pilastri della retroguardia. Senza Muharemovic avrà ancora più responsabilità. Buono per completare il reparto dei difensori, da ultimi slot a cifre contenute.",0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MORATA,Como,COM,A,"2,9",1,3-4,1-2,6,72,"6,32",,313,0,0,0,0,"5,5","5,21","4473,68",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"38,5", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
MURIC,Sassuolo,SAS,P,"18,3","45,5",14-23,35-57,1,91,"5,14",,4236,0,0,0,0,"6,08","4,77","8421,05",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"5,3", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,28
MILLER L.,Udinese,UDI,C,"2,4",1,2-3,1-2,8,80,"6,26",,7208,0,0,0,0,"5,92","5,95",5000,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"84,5", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
CANDÈ,Sassuolo,SAS,D,"2,4",1,2-4,1-2,8,46,"5,91",,6985,0,0,0,0,"5,69","5,56","2105,26",0,0,0,0,0,0,P,0,0,4,Riserva,Riserva,"74,9", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
SORENSEN O.,Parma,PAR,C,"2,6",1,3-3,1-2,8,52,"6,03",,7209,0,0,0,0,"5,85","5,95","7894,74",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,90, ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
HEGGEM,Bologna,BOL,D,"8,4","16,6",7-11,13-21,5,88,"6,14",,7212,0,0,0,0,"5,84","5,8","6578,95",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"3,5","Sarà uno dei titolari della coppia di centrali di difesa. Da capire come si troverà a giocare con la linea difensiva così alta, ma in generale è un buon difensore low cost, dato che viene utilizzato sempre e che sugli sviluppi da calcio piazzato risulta spesso pericoloso.",0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,9
FRIGAN,Parma,PAR,A,"3,1",1,3-5,1-2,6,49,"6,16",,7213,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"40,5", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
ADZIC,Sassuolo,SAS,C,15,"6,7",11-20,6-9,6,77,"6,44",,6677,0,0,0,0,"6,12","6,88","1052,63",0,0,0,0,0,0,T,0,10,0,TitLowCost,TitLowCost,"1,3", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-8
TROILO,Parma,PAR,D,4,"2,8",3-6,3-4,7,92,"6,01",,7235,0,0,0,0,"5,79","5,71","5526,32",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"31,9", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
ILKHAN,Torino,TOR,C,"2,1",1,2-3,1-2,8,70,"6,06",,6005,0,0,0,0,"5,82",6,"4473,68",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"93,3", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
ROWE,Bologna,BOL,C,"65,3","83,6",59-72,67-101,2,92,"6,83",,6844,0,0,0,0,"6,2","6,59","7368,42",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,"Giocatore davvero forte, che dopo aver rotto il ghiaccio con la Serie A, quest'anno è pronto a fare ancora meglio della passata stagione. Il gioco e il modulo di Tedesco sembrano fatti apposta per le sue caratteristiche. ",0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,19
DIOUF,Inter,INT,C,29,"12,3",24-35,10-16,5,76,"6,53",,6274,0,0,0,0,"6,15","6,45","2631,58",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,0,"Chivu pensa che possa ricoprire il ruolo di quinto di centrocampo e a vedere le amichevoli estive non sbaglia. Può essere una bella scommessa, ovviamente senza esagerare e senza farsi trasportare dai gol nella pre season.",0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-17
MATIC,Sassuolo,SAS,C,"3,3",1,3-5,1-2,8,90,"6,15",,2528,0,0,0,0,"5,96","5,96","8947,37",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"30,8", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
SIEBERT,Lecce,LEC,D,"2,4",1,2-3,1-2,8,92,6,,7240,0,0,0,0,"5,68","5,76",5000,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"81,1", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
STULIC,Lecce,LEC,A,"5,3","21,7",4-8,17-28,5,84,"6,37",,7252,0,0,0,0,"5,73","6,12","7894,74",0,0,0,0,0,0,B,20,0,0,TitLowCost,TitLowCost,"8,8","Il primo anno di Serie A per lui è stato molto duro per lui, ma sicuramente gli avrà fatto bene per imparare. Va trattato come un quinto/sesto slot a cifre contenute.",0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,17
BELLA-KOTCHAP,Venezia,VEN,D,"5,9","7,1",5-8,6-9,7,92,"6,05",,7253,0,0,0,0,"5,83","5,75","4736,84",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"6,2","Ha già giocato in Serie A quest'anno con discreti risultati nel Verona. Sara il titolare. Non aspettatevi bonus, né di poterlo schierare in ogni occasione. Sarà un rincalzo nella vostra rosa, che però potrebbe risultare utile in determinati momenti della stagione.",0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,1
BRITSCHGI,Parma,PAR,D,"2,8","11,9",3-4,9-15,6,90,"6,09",,7255,0,0,0,0,"5,75","5,7","7368,42",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,76, ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,9
ORISTANIO,Torino,TOR,C,"6,1",1,4-9,1-2,7,75,"6,37",,6218,"6929,82",0,0,0,"5,78","5,92","4736,84",0,0,0,0,0,0,P,0,30,0,TitLowCost,TitLowCost,"12,6", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-5
NKUNKU,Milan,MIL,A,"21,5","1,3",11-33,1-2,5,52,"6,65",,4728,0,0,0,0,"5,94","6,87","6842,11",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"6,4", ,0,10,0, , ,FALSE,FALSE,Fuori piano,2026-08-20T09:36:19.000Z,-21
ZIOLKOWSKI,Roma,ROM,D,"1,8",1,2-3,1-2,8,52,"5,95",,7260,0,0,0,0,"5,94","5,78","2368,42",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"93,3", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
HOJLUND,Napoli,NAP,A,273,"296,8",254-293,268-327,1,92,"7,26",,6052,0,0,0,0,"6,21","7,44","8684,21",0,0,0,0,0,0,T,20,0,0,Top,Top,0,"È la punta che Allegri ha tanto voluto, ma che non gli è stata presa lo scorso anno al Milan. Quest'anno ce l'avrà a disposizione ed è perfetto per il suo gioco. Sa far salire la squadra e farsi trovare in area al momento giusto. Quest'anno secondo noi segnerà più dello scorso anno. Primo slot.",0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,24
ZHEGROVA,Juventus,JUV,C,"6,9",1,5-10,1-2,8,52,"6,36",,5761,0,0,0,0,"5,96","5,96","3157,89",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"16,1", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-6
RABIOT,Milan,MIL,C,"82,5","82,3",77-89,66-99,2,92,"6,82",,2379,0,0,0,0,"6,33","6,98","7631,58",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,Uno dei migliori centrocampisti per rendimento nella passata stagione. Idealmente con Amorim potrebbe portare anche più bonus. È centrale nel progetto e le chiavi del centrocampo sono le sue. Giocatore imprescindibile per il Milan e che va preso anche all'asta.,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
