name,team,teamSlug,role,pma,pfc,pmaRange,pfcRange,slot,expectedTitolarita,expectedFantamedia,roleMantra,idFantacalcio,lastThreeYearTitolarity,lastFiveYearVotoBase,lastFiveYearFantamedia,lastFiveYearTitolarity,lastYearVotoBase,lastYearFantamedia,lastYearTitolarity,lastFiveMatchesVotoBase,lastFiveMatchesFantamedia,lastFiveMatchesTitolarity,currentSeasonVotoBase,currentSeasonFantamedia,currentSeasonTitolarity,playerStatus,penaltyProbability,freeKickProbability,unavailableUntilRound,fasciaFc,fasciaFr,svinc,commentoFr,africaUntilRound,position,modulo,coach,commentoFrTeam,rientroIncerto,newArrival,calciomercato,updatedAt,dpfcpma
ADOPO,Cagliari,CAG,C,3,"2,3",2-5,2-3,7,92,"6,25",,4870,"6666,67",0,0,0,"5,83","5,88",10000,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"37,4", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
BALDANZI,Genoa,GEN,C,"32,6","20,7",28-38,16-26,4,88,"6,47",,5823,"5438,6",0,0,0,"6,15","6,38","4473,68",0,0,0,0,0,0,B,0,50,0,OttimoTit,OttimoTit,0,Il Genoa ha deciso di riscattarlo dalla Roma perché De Rossi crede nelle sue qualità. Listato centrocampista ma gioca o nei due dietro la punta o da seconda punta. Ottimo terzo/quarto slot.,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-12
BARELLA,Inter,INT,C,"71,8","61,8",66-78,50-75,2,92,"6,71",,1870,"9122,81","6,334","6,734","9210,53","6,28","6,71","8947,37",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,"Sempre presente, non sempre al meglio però quest'anno. Nonostante tutto ha segnato 3 gol e fornito 8 assist. Alle giuste cifre è un ottimo secondo/terzo slot.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-10
BASTONI,Inter,INT,D,"58,8",48,54-65,36-60,1,92,"6,35",,2120,"7719,3","6,254","6,358","7789,47","6,2","6,34","7368,42",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,"Ha avuto un'annata travagliata da episodi che lo hanno messo al centro di diverse discussioni. Prima per il caso Kalulu e poi per il rosso in Nazionale. Voi dimenticate tutto, è uno dei migliori difensori della Serie A e non ci sono chiacchiere che tengono.",0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-11
BELLANOVA,Atalanta,ATA,D,"13,6","16,8",11-18,13-21,4,76,"6,25",,4887,"8157,89","5,964","6,066","7105,26","5,82","5,82","5789,47",0,0,0,0,0,0,P,0,0,0,OttimoTit,OttimoTit,"3,7", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,3
BIRAGHI,Torino,TOR,D,"2,6",1,3-4,1-2,8,52,"5,98",,252,"5263,16","5,878","5,972","6789,47","5,59","5,59","2894,74",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"90,7", ,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
BREMER,Juventus,JUV,D,"61,6","53,7",57-67,41-68,1,92,"6,39",,2788,"5964,91","6,302","6,506","6894,74","6,33","6,81","6842,11",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,"Quando sta bene è dominante e non teme il confronto con nessuno. Difensore forte in marcatura e sulle palle alte. In zona offensiva, sugli sviluppi dei piazzati, è sempre tra i più pericolosi. Occhio solo agli infortuni, non strapagatelo.",0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-8
BUONGIORNO,Napoli,NAP,D,"8,1","12,4",6-11,10-16,5,74,"6,23",,2724,"7280,7","6,108","6,158","7105,26","5,89","5,88","8421,05",0,0,0,0,0,0,T,0,0,8,Jolly,Jolly,"23,9",Buongiorno sì è operato al ginocchio e dovrebbe tornare disponibile nel giro di 3/4 mesi. Si possono fare altre scelte al fanta.,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,4
CABAL,Juventus,JUV,D,"2,2",1,2-3,1-2,8,73,"5,96",,6039,"2982,46",0,0,0,"5,94","6,56","2368,42",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"85,6", ,0,5,0, , ,FALSE,FALSE,In trattativa con il Bologna,2026-08-20T09:36:19.000Z,-1
CALHANOGLU,Inter,INT,C,"145,5","134,8",136-156,115-156,1,88,"7,13",,2194,"7192,98","6,41","7,234","7789,47","6,52","7,64","5789,47",0,0,0,0,0,0,T,70,60,0,Top,Top,0,Imprescindibile nel centrocampo nerazzurro e rigorista infallibile. Non serve aggiungere altro. Top di reparto.,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-11
CAMBIAGHI,Bologna,BOL,C,"6,9","5,5",5-10,5-7,7,80,"6,4",,4436,"6842,11",0,0,0,"5,98","6,42","6315,79",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"14,6","Listato C diventa interessante, anche se comunque parte dietro nelle gerarchie.",0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
CAMBIASO,Juventus,JUV,D,"41,2","53,9",37-46,41-68,1,88,"6,43",,5520,"8947,37","5,962","6,114","8315,79","5,81","5,99","9473,68",0,0,0,0,0,0,T,0,30,0,Semi-Top,Semi-Top,0,"Non bisogna fare l'errore di considerarlo ancora un top di reparto, purtroppo nelle ultime stagioni ha un po deluso. È sicuramente un buon acquisto, però pagato a cifre nettamente più basse rispetto alle ultime stagioni. Poi se dovesse tornare ai suoi livelli ben venga.",0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,13
CANCELLIERI,Lazio,LAZ,C,"13,9","14,6",10-19,11-19,5,80,"6,5",,5500,"7631,58","5,924","6,214","5157,89","5,93","6,29","7368,42",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"2,4", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,1
CARLOS AUGUSTO,Inter,INT,D,14,"31,8",12-17,24-40,2,80,"6,34",,5877,"7982,46",0,0,0,"6,12","6,16","7368,42",0,0,0,0,0,0,P,0,0,0,OttimoTit,OttimoTit,"1,7","La duttilità è il suo forte. Parte dietro nelle gerarchie, ma può essere utilizzato sia come vice Dimarco che come vice Bastoni. Per gli ultimi slot può risultare prezioso.",0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,18
CARNESECCHI,Atalanta,ATA,P,"106,1","89,4",99-115,72-108,1,91,"5,46",,4431,"8596,49",0,0,0,"6,36","5,58","9736,84",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,"Uno dei migliori portieri della scorsa stagione. Una vera e propria certezza sia per l'Atalanta che per i suoi fantallenatori. Sarà da capire con Sarri come reagirà la squadra essendo abituata a un altro assetto tattico, ma crediamo che le sue qualità siano fuori discussione.",0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-17
CASALE,Bologna,BOL,D,"3,6",1,2-6,1-2,8,52,"5,94",,5498,"3859,65","5,762","5,702","5631,58","5,65","5,65","2631,58",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,5", ,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
CATALDI,Lazio,LAZ,C,"2,3",1,2-3,1-2,7,82,"6,3",,333,"6403,51","6,02","6,154","6894,74","6,07","6,41","7105,26",0,0,0,0,0,0,B,10,20,0,TitLowCost,TitLowCost,"79,4", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
CELIK,Juventus,JUV,D,"19,8","16,6",17-24,13-21,5,78,"6,23",,4657,"6491,23",0,0,0,"6,17","6,27","8421,05",0,0,0,0,0,0,P,0,0,0,OttimoTit,OttimoTit,"1,1","Parte dietro nelle gerarchie, ma avrà spazio. La doppia competizione porta tanto dispendio di energie e ci sarà bisogno di tutti. Lo scorso anno ha disputato una buona stagione e Massara ha deciso di portarlo con sé in bianconero.",0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
COLOMBO,Genoa,GEN,A,"78,4","83,6",70-88,67-101,2,92,"6,69",,4923,"8421,05",0,0,0,"5,92","6,41","9736,84",0,0,0,0,0,0,T,70,0,0,OttimoTit,OttimoTit,0,"Fisico e di posizione, bravo a giocare spalle alla porta e a fare da boa. Ha un buon fiuto del gol, conclude bene di sinistro e sa liberarsi in area. Non è un attaccante di purezza tecnica elevatissima, ma è efficace, robusto e capace di tenere palla per far salire la squadra. Con De Rossi e il modulo a due punte ha trovato maggiore spazio e continuità realizzativa.",0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,6
CRISTANTE,Roma,ROM,C,"12,9","11,7",10-17,9-15,5,86,"6,4",,779,"8947,37","6,076","6,202","9052,63","6,11","6,22","9736,84",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"0,4","L’equilibrio e l’esperienza. Sa leggere il gioco, interdire e dare struttura alla mediana. Non è il più spettacolare, ma è fondamentale per l’organizzazione. Ottimo per non rimanere in 10.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
DE KETELAERE,Atalanta,ATA,A,"102,1","90,7",92-113,73-109,2,90,"6,75",,5995,"8596,49",0,0,0,"6,21","6,6","8157,89",0,0,0,0,0,0,T,10,10,0,OttimoTit,OttimoTit,0,"Questo potrebbe essere l'anno della sua definitiva consacrazione. In questa stagione ha segnato poco, ma comunque abbiamo notato che è cresciuto tanto sotto il punto di vista della consapevolezza dei propri mezzi. Annata da doppia cifra? Difficile ma non impossibile.",0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-11
DE ROON,Atalanta,ATA,C,"3,2",1,3-5,1-2,8,80,"6,25",,22,"8771,93","6,028","6,178","8631,58","5,97",6,"8947,37",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"54,1",De Roon è stato sempre un perno nell'Atalanta. Però quest'anno con l'arrivo di Gaetano le cose potrebbero cambiare.,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
DE SILVESTRI,Bologna,BOL,D,"2,3",1,2-3,1-2,8,52,"5,97",,487,"3333,33","5,998","6,164","4315,79","6,05","5,95","2631,58",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,6", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
DE WINTER,Milan,MIL,D,"2,5",1,2-4,1-2,8,64,"5,94",,5739,"6754,39",0,0,0,"5,75","5,9","6315,79",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"66,3", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
DI GREGORIO,Juventus,JUV,P,"7,2",1,4-11,1-2,3,20,"4,64",,5876,"8421,05",0,0,0,"6,08","5,33","7894,74",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"76,3", ,0,1,0, , ,FALSE,FALSE,La Juve lo vuole cedere dopo l'acquisto di Vicario,2026-08-20T09:36:19.000Z,-6
DI LORENZO,Napoli,NAP,D,"51,2","53,8",47-56,41-68,1,92,"6,39",,2816,"8684,21","6,152","6,368","8894,74","6,08","6,33","6842,11",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,Il capitano quest'anno potrebbe tornare nel suo ruolo naturale di terzino se Allegri dovesse continuare ad utilizzare il 433. Ottima notizia per i fantallenatori.,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,3
DIMARCO,Inter,INT,D,"153,1","142,5",143-164,122-164,1,92,"6,96",,254,"8508,77","6,344","6,944","8157,89","6,6","7,64","9210,53",0,0,0,0,0,0,T,0,30,0,Top,Top,0,"Top di reparto, nulla da aggiungere.",0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-10
DYBALA,Roma,ROM,A,"105,4","130,9",95-117,112-151,2,86,"6,97",,309,"5964,91","6,444","7,622","6368,42","6,26","6,74","5526,32",0,0,0,0,0,0,T,50,50,0,Semi-Top,Semi-Top,0,"È il giocatore più talentuoso della rosa e lo sappiamo bene tutti. Altrettanto bene sappiamo che gli infortuni per lui sono molto frequenti. Quando è in campo illumina, il problema è il numero di partite saltate. Occhio a non spendere troppo per lui, perché sulla carta è un Semitop ma nella realtà è più vicino ad una Scommessa.",0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,26
EDERSON D.S.,Atalanta,ATA,C,"50,9","58,3",46-57,47-70,2,92,"6,68",,5792,"8947,37","6,134","6,39","7947,37","6,25","6,43","7894,74",0,0,0,0,0,0,T,20,0,0,OttimoTit,OttimoTit,0,"Dopo che è sfumato il suo passaggio al Manchester United, ha deciso di firmare il rinnovo con l'Atalanta. Questo significa che sarà ancora centrale nel progetto e che il nuovo allenatore potrà far uscire ancora di più le sue qualità schierandolo da mezzala.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,7
FAGIOLI,Fiorentina,FIO,C,"7,6","9,7",6-11,8-13,6,88,"6,36",,4465,"5701,75",0,0,0,"6,03","6,23","8684,21",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"4,8","Uno dei più positivi dello scorso anno nella Fiorentina. Dovrebbe continuare a svolgere il ruolo di play, ma quest'anno se la vedrà anche con Oulai per il quale Paratici ha deciso di destinare 30 milioni del budget che aveva a disposizione per il mercato.",0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,2
FALCONE,Lecce,LEC,P,"29,8","39,9",25-35,30-50,2,91,"5,07",,2134,10000,"6,324","4,992","8526,32","6,41","5,22",10000,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"4,2",Garanzia di titolarità certa. Mai assente nelle ultime stagioni. Portiere low cost per eccellenza. Ottimo se preso come terzo slot per completare il reparto formato da un Top/Semitop e relativa riserva.,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,10
FAZZINI,Cagliari,CAG,C,"20,2","19,5",17-24,15-25,4,90,"6,43",,6010,5000,0,0,0,"5,88","5,83","3157,89",0,0,0,0,0,0,T,10,70,0,OttimoTit,OttimoTit,0,Potrebbe essere un ottimo acquisto al fantacalcio questa stagione. Tanto potenziale e al Cagliari avrà la continuità che gli serve. Come quinto/sesto slot a cifre contenute si può scommettere su di lui.,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,0
FERGUSON,Bologna,BOL,C,"7,3",10,5-10,8-13,6,92,"6,33",,5858,"5964,91",0,0,0,"5,8","5,78","6052,63",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"6,6", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,3
FRATTESI,Lazio,LAZ,C,"53,5","28,5",48-60,22-36,3,87,"6,55",,2848,"5701,75","6,104","6,552","7210,53","5,89","5,89","3684,21",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"28,8","Vita nuova per Frattesi, che alla Lazio potrebbe tornare a essere un giocatore importante al Fantacalcio. Le sue capacità di inserimento sono fuori dubbio e quindi immaginiamo porterà diversi bonus.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-25
GAETANO,Atalanta,ATA,C,"18,5","24,4",15-23,19-31,4,86,"6,53",,4364,"6666,67",0,0,0,"6,06","6,31","8421,05",0,0,0,0,0,0,T,0,40,0,OttimoTit,OttimoTit,0,"Nato trequartista, Pisacane lo ha reinventato regista. Proprio da regista ha attirato l'attenzione dell'Atalanta, dove Sarri lo vede perfetto per il suo modulo. Centrocampista che porterà ottimi voti e qualche bonus. Occhio all'hype però, potrebbero farvelo pagare più del dovuto.",0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,5
GALLO,Lecce,LEC,D,"8,6","9,6",7-11,8-12,6,92,"6,06",,4502,"8947,37",0,0,0,"5,95","5,99","9736,84",0,0,0,0,0,0,T,0,60,0,TitLowCost,TitLowCost,"0,6", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,1
GATTI,Juventus,JUV,D,"3,8",1,3-6,1-2,8,52,"6,09",,5831,"6666,67",0,0,0,"5,94","6,22","4210,53",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"54,3", ,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
GILA,Milan,MIL,D,"38,8","27,2",35-43,21-34,3,92,"6,19",,5833,"7368,42",0,0,0,"6,03","5,95","8157,89",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,"Acquisto fortemente voluto dai rossoneri. Può giocare sia da braccetto di destra che da centrale. Amorim lo ha voluto per la sua visone di gioco e per la sua velocità negli anticipi. Nella Lazio ha dimostrato gli ultimi anni di essere uno dei difensori più affidabili. Bonus pochi, e occhio all'hype che potrebbe alzarne di troppo la valutazione all'asta.",0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-12
GOLLINI,Roma,ROM,P,"1,9",1,2-3,1-2,3,20,"5,13",,610,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"4,4", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
HIEN,Atalanta,ATA,D,"6,5",1,5-9,1-2,8,64,"6,15",,6046,"6929,82",0,0,0,"5,91","5,86","7368,42",0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,"29,9", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-6
ILIC,Torino,TOR,C,"1,8",1,2-3,1-2,8,43,"6,02",,5007,"4561,4","6,02","6,13","5736,84",6,"5,88","2105,26",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,5", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
ISMAJLI,Torino,TOR,D,5,"12,5",4-7,10-16,5,90,"6,1",,5010,"6842,11","5,862","5,724","6315,79","5,92","5,9","6315,79",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"19,5", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,8
KALULU,Juventus,JUV,D,"46,3","48,7",42-52,37-61,1,92,"6,35",,4976,"6315,79","6,02","6,1","6736,84","6,14","6,35","9736,84",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,"Con Spalletti è tornato nella sua posizione di gioventù, ovvero quella di terzino. Ha collezionato ben 37 presenze, 2 gol e 4 assist. Spesso sottovalutato all'asta, quest'anno non fate questo errore.",0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,3
KEAN,Fiorentina,FIO,A,241,"247,3",223-260,223-273,1,92,"7,19",,2097,"6315,79","6,03","6,772","6315,79","5,88","6,77","6842,11",0,0,0,0,0,0,T,70,0,0,Semi-Top,Semi-Top,0,"Con tutta questa qualità alle sue spalle, pensiamo possa fare una grande stagione.",0,10,0, , ,FALSE,FALSE,Prottebbe andare al Como,2026-08-20T09:36:19.000Z,6
KOOPMEINERS,Juventus,JUV,C,"3,5","7,5",3-5,6-10,6,76,"6,47",,5685,"7982,46","6,136","6,646",8000,"5,64","5,55","7631,58",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"47,9", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,4
LAZZARI,Lazio,LAZ,D,"2,3",1,2-3,1-2,8,64,6,,2263,"5526,32","5,906","5,914","6105,26","5,79","5,74","4473,68",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"94,5", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
LOBOTKA,Napoli,NAP,C,"11,4","9,9",9-15,8-13,6,88,"6,36",,4287,"8771,93","6,116","6,152","8368,42","6,05","6,1","8157,89",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"1,5", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
LOCATELLI,Juventus,JUV,C,"14,9","15,2",12-19,12-19,5,92,"6,37",,827,"9298,25","6,118","6,188","8736,84","6,26","6,19","9473,68",0,0,0,0,0,0,T,10,20,0,TitLowCost,TitLowCost,"0,6","Ogni anno viene messo in discussione e ogni anno però gli allenatori puntano su di lui. Si può dire qualsiasi cosa, ma non che non sia un professionista esemplare. Va comunque acquistato a cifre contenute, perché porta pochissimi bonus.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,0
MAIGNAN,Milan,MIL,P,"106,7","100,5",98-116,81-121,1,91,"5,5",,4312,"9035,09","6,184","5,276","8263,16","6,26","5,42","9736,84",0,0,0,0,0,0,T,0,0,0,Top,Top,0,"Uno dei portieri più forti in Serie A. Lo scorso anno con Allegri, che curava molto la fase difensiva, è riuscito a portarsi a casa parecchi clean sheet. Quest'anno la musica potrebbe cambiare dato che Amorim è un allenatore più votato all'attacco piuttosto che alla fase difensiva. In linea generale è da considerarsi un semitop piuttosto che un top quest'anno.",0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-6
MALDINI,Cagliari,CAG,A,"28,1","48,5",23-34,39-59,3,86,"6,55",,4896,"5350,88","6,11","6,694","4157,89","5,94","6,31","4736,84",0,0,0,0,0,0,T,20,0,0,OttimoTit,OttimoTit,"4,4",Al Cagliari sarà titolare e giocherà in una piazza che non gli porterà troppe pressioni. Potrebbe trovare un ambiente ideale che lo faccia definitivamente sbocciare.,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,21
MALEH,Lecce,LEC,C,"2,9",1,3-4,1-2,8,52,"5,94",,5457,"6754,39","5,836","5,828","6368,42","5,69","5,71","5526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,94, ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
MANCINI,Roma,ROM,D,"54,1","61,1",49-60,49-74,1,92,"6,44",,2296,"9473,68","6,082","6,154","9263,16","6,25","6,51","9473,68",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,"Leader della retroguardia e della Roma in generale. È ormai un veterano tra i giallorossi e con l'allenatore che ha lanciato la sua carriera si è espresso su livelli ancora più alti. Prezioso. Si prende, anche pagandolo un prezzo più alto del previsto (senza fare follie ovviamente).",0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,7
MANDRAGORA,Fiorentina,FIO,C,"11,7","20,6",9-16,16-26,4,88,"6,47",,1933,"7982,46","6,072","6,376","7210,53","6,04","6,62","8947,37",0,0,0,0,0,0,B,0,70,0,OttimoTit,OttimoTit,"4,2",La scorsa stagione per lui è stata fantastica a livello di bonus: 7 gol e 3 assist. Leader in questa Fiorentina e anche se sono arrivati centrocampisti importanti crediamo che rimarrà uno dei punti cardine del centrocampo Viola.,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,9
MARTINEZ L.,Inter,INT,A,"357,6","388,3",338-378,350-428,1,92,"7,54",,2764,"8245,61","6,412","8,12","8631,58","6,42","8,25","7894,74",0,0,0,0,0,0,T,10,0,0,Top,Top,0,Anche quest'anno sarà l'attaccante più pagato alle aste e non vediamo errori.,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,30
MARUSIC,Lazio,LAZ,D,"6,5","12,6",5-9,10-16,5,90,"6,1",,2188,"8859,65","5,82","5,886","8789,47","5,86","5,97","8684,21",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"8,4", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,6
MAZZOCCHI,Napoli,NAP,D,"1,8",1,2-3,1-2,8,52,"6,01",,5481,"3859,65","5,866","5,904","5421,05","5,94","5,94","2368,42",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"95,6", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MERET,Napoli,NAP,P,"91,1","91,4",82-101,74-110,1,86,"5,51",,572,"6666,67","6,13","5,284","6157,89","6,23","5,18","2894,74",0,0,0,0,0,0,T,0,0,0,Top,Top,0,Allegri sembra aver deciso che quest'anno sarà lui il portiere titolare. Quindi niente più tormentone Meret/ Milinkovic come nella passata stagione. Con Allegri che punta sulla fase difensiva acquisisce ulteriore valore.,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,0
MESSIAS,Genoa,GEN,C,"2,4",1,2-3,1-2,8,60,"6,24",,4970,"4561,4","6,072","6,46","5421,05","6,18","6,68",5000,0,0,0,0,0,0,P,0,10,0,Riserva,Riserva,90, ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MILINKOVIC-SAVIC V.,Napoli,NAP,P,"26,4","21,6",20-34,17-27,2,75,"5,14",,2170,"8771,93","6,134","5,216","8684,21","6,2","5,65","7105,26",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,0, ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-4
MIRETTI,Juventus,JUV,C,"2,6",1,3-4,1-2,8,52,"6,13",,5813,"5263,16","5,938","6,108","4684,21","5,97","6,2","3947,37",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,82, ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
MKHITARYAN,Inter,INT,C,"4,6",1,4-7,1-2,8,68,"6,28",,2529,"8421,05","6,196","6,546","8315,79","6,21","6,59","7368,42",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"24,3", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-4
MORO N.,Bologna,BOL,C,"2,3",1,2-4,1-2,8,80,"6,29",,6054,"5350,88",0,0,0,"5,93","6,12","7368,42",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"79,1", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
OLIVERA,Napoli,NAP,D,4,1,3-6,1-2,8,60,"6,05",,5840,"6491,23",0,0,0,"5,75","5,68","5789,47",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"37,7", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
ORSOLINI,Bologna,BOL,C,"145,8","149,2",136-157,127-172,1,92,"7,16",,2167,"8245,61","6,19","7,182",8000,"6,06","6,76","8947,37",0,0,0,0,0,0,T,70,70,0,Top,Top,0,"Il Bologna vuole farne una bandiera e i fantallenatori sperano che quest'anno abbia il minutaggio che merita. Ha comunque segnato 10 gol, anche se ha sbagliato due rigori. Orsolini però non si discute e come sempre è un top del listone.",0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,3
PADELLI,Udinese,UDI,P,"1,8",1,2-3,1-2,3,20,"5,12",,543,0,0,0,0,"6,25","5,25","526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"57,6",Portiere che quando è in forma diventa impenetrabile. In questa Udinese così ben strutturata è una buona scelta come terzo slot.,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
PARISI,Fiorentina,FIO,D,"2,3",1,3-3,1-2,8,42,"5,89",,5449,"5614,04","5,952","5,966","6315,79","6,02","5,98","6052,63",0,0,0,0,0,0,P,0,0,12,Riserva,Riserva,"87,1", ,0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
